pid,private.0,void.0,goToRegistration.0,m_logo.0,setVisible.0,FALSE.0,m_login.0,setText.0,"""Cancel"".0",m_userLabel.0,setLocation.0,16.0,4.0,m_username.0,setLocation.1,16.1,24.0,m_passLabel.0,setLocation.2,16.2,52.0,m_password.0,setLocation.3,16.3,70.0,m_confirmPass.0,setVisible.1,TRUE.0,m_confPassLabel.0,setVisible.2,TRUE.1,m_male.0,setVisible.3,TRUE.2,m_female.0,setVisible.4,TRUE.3,this.0,setTitle.0,"""Registration"".0",code,participant_summary
136,0,0,0,0.0770825000363402,0.016666749987052754,0.016667000018060207,0.05667040003463626,0.02936638095637872,0.033334999927319586,0.07381228570427213,0.05555916666829338,0,0,0.0388898333767429,0.016667000018060207,0,0,0.035002799984067676,0,0.016667000018060207,0,0,0,0,0,0.013334799977019429,0.03333399980328977,0,0.04166789997834712,0.04444833332672715,0,0,0.033334999810904264,0,0.01666666668218871,0,0,0,0.04166699999656815,0,0.31953002632546584,0
319,0,0,0,0,0,0,0,0,0,0,0.03892499996193995,0,0,0.04998750000959262,0,0,0,0.0836510001681745,0,0,0,0,0,0,0,0,0.04998599993996322,0,0.24993100005667657,0,0,0,0,0.01666199997998774,0,0,0,0,0,0,0.15677439998835324,0.07493200001772493
182,0,0.033332499995594844,0.02333480000961572,0.029166499996790662,0.06041800002276432,0.025002500013215467,0.02878972727657211,0.027781333347472053,0.04999999998835847,0.01666799999657087,0,0,0,0.041666500008432195,0,0,0,0,0.0222209999919869,0,0,0.07083524999325164,0,0,0,0.08333400002447888,0.05000300001120195,0,0.03928785713755393,0,0,0,0.008333500009030104,0,0.022222500022811193,0.06111266667721793,0,0,0,0,0.4289831904738787,0.4297783214341117
111,0.033334333333186805,0.028571714287474088,0.07014216666599775,0.040581956522225446,0.02083387499988021,0,0.04366864000156056,0.03500039999635192,0.038889666662726086,0.09687724999639613,0.027778333334329847,0,0,0.0266676000028383,0.03333500000007916,0.016666000010445714,0,0.030557666667543042,0.0083329999979469,0,0,0.10833650000131456,0.025001666658984806,0,0,0.0361136666664,0,0,0.05000212500090129,0.020833750004385365,0,0.06944666667065273,0.01666780000086874,0.016667000003508292,0.05104237500563613,0.016667333329678513,0,0.03571585715066509,0.02778000000398606,0.03333299999940209,0.48551199999982836,0.17166799999977228
106,0,0,0.06562725000912906,0.06666900002164766,0.06527905555008652,0.01904828571215538,0.0333284999942407,0.05291839999408694,0.03750150000269059,0,0.01665900001535192,0,0,0,0,0,0,0,0,0,0,0,0.07222466667493184,0,0,0,0.041666999997687526,0,0.10833449999336153,0,0,0,0.029170750007324386,0,0.06333720000693574,0.022221999989900116,0,0,0,0,1.0222642666718458,0.3354300249950029
