pid,private.0,boolean.0,liesBetween.0,double.0,x1.0,double.1,x2.0,double.2,x3.0,if.0,x1.1,<=.0,x2.1,&&.0,x3.1,>=.0,x1.2,-.0,ACCURACY.0,&&.1,x3.2,<=.1,x2.2,+.0,ACCURACY.1,return.0,TRUE.0,if.1,x1.3,>=.1,x2.3,&&.2,x3.3,>=.2,x2.4,-.1,ACCURACY.2,&&.3,x3.4,<=.2,x1.4,+.1,ACCURACY.3,return.1,TRUE.1,return.2,FALSE.0,code,participant_summary
155,0,0.022223833327492077,0.016666666662786156,0.041671666665934026,0,0,0,0,0,0.016667000018060207,0.02916699997149408,0.04166633331139261,0.016670000040903687,0.027782000019215047,0.038333799998508764,0.04583349998574704,0.02381114284175315,0,0.03939536362039772,0.03141284615356618,0.030001599993556737,0.033333999977912754,0,0,0,0.04167149995919317,0.049998999980743974,0,0,0.016667333353931706,0,0.016667000018060207,0.04444716666087819,0.04722383334107386,0.05000299998209812,0.016666000010445714,0.07778033334761858,0,0,0,0,0,0,0.058336200017947704,0.050002000003587455,0,0.06666949999635108,1.0077503500055172,0.01666666668218871
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333800000837073
313,0,0.03889016666895865,0.027778777778924752,0.022224333331299324,0.01666899998963345,0.030555833339652356,0.016666999998657655,0,0,0,0.016668000015973423,0.04167049999038378,0.016666999988956377,0,0.01666650001425296,0,0.033332999984850176,0,0.04444633335030327,0.026666600001044573,0.016666999988956377,0.016666000010445714,0.016664000024320558,0,0,0,0.033333999977912754,0,0.02333419999340549,0.03333299999940209,0.03333299999940209,0,0,0,0.027778333344031125,0,0.016671999997925013,0,0,0,0,0,0,0,0,0,0,0.8253951739145281,0.7597527499977635
311,0,0.0166680000256747,0.033332499966491014,0.04166775001795031,0.025001500034704804,0.05000250006560236,0,0,0,0,0.03030318181580779,0.03333350003231317,0,0,0.03611066663870588,0.027778333363433678,0.024999500019475818,0,0.04333500002976507,0.03333350001776125,0.03125062497565523,0.033334000036120415,0,0.016667000018060207,0,0.022222166686939698,0,0,0.04667140003293753,0.02857228573079088,0.016667000018060207,0.016667000018060207,0,0,0.07500599999912083,0.016657999949529767,0.03888733328009645,0.06666700006462634,0,0,0,0,0,0.022224333331299324,0,0.09166949999053031,0,0.5994468793144514,0.24147238210695454
314,0,0.03333450001082383,0.05000139999610838,0.050002000003587455,0,0,0.06111433331777031,0.03888833333621733,0,0,0,0.01666799999657087,0.03666780000203289,0,0,0.025002499998663552,0.029169749999709893,0,0.043335600005229936,0.0388923333278702,0,0.033336000007693656,0.03333266667323187,0,0.016666999988956377,0,0,0,0,0.027777666662586853,0,0,0,0,0.016666999988956377,0,0,0,0.016668500000378117,0,0,0,0,0.016666000010445714,0,0,0,1.1369500714271064,1.0139289999982186
316,0,0.0370395555639536,0.03846361537804254,0.10000499995658174,0.016665999952238053,0,0,0,0,0,0.025002500013215467,0.016666000010445714,0.0238104285672307,0,0.01666766666069937,0.025759636355690996,0.031818272725848314,0,0.03749949997290969,0,0,0,0,0,0,0.027780000023388613,0.022221666663729895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02777966666811456,0.2599542016758263,0.2413887931033969
312,0,0,0.038891333349359535,0,0.01666799990925938,0,0.03333599993493408,0,0,0,0,0,0,0,0,0,0,0,0.03444573333642135,0,0,0.016663999995216727,0,0,0.016665500006638467,0,0.016666000010445714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1800501999910922,0.09259533332402094
139,0.020000000000072758,0.03833430000049702,0.023810499999854073,0.056061636363996185,0,0.035416499999882944,0.030953714285975105,0.025000999999974738,0,0,0.03533519999989949,0.038195833333171926,0.025001250000059372,0,0.03889049999957529,0.02777938095234623,0.028948052631485074,0.016666499999701045,0.03237276923069798,0.032639583333396636,0.03125174999968294,0.061906285714160604,0.016666999999870313,0.02499900000020716,0,0.0404772857145872,0.07500200000004043,0,0.03333700000007411,0.035001500000362284,0,0,0.07222633333306779,0.027777333332778653,0.030557333334096864,0.016666000001350767,0.10417249999954947,0,0,0,0,0,0,0.09500260000022535,0,0.058336499999313673,0,0.827933623853206,0.38612393939365575
