pid,public.0,void.0,deleteCascade.0,VyhladavaciAlgoritmus.0,algorithm.0,//searcheds.0,getHibernateTemplate.0,bulkUpdate.0,"""DELETE Searched WHERE algorithm = ?"".100",new.0,Object.0,algorithm.1,//plans.0,getHibernateTemplate.1,bulkUpdate.1,"""DELETE SearchPlan WHERE algorithm = ?"".101",new.1,Object.1,algorithm.2,//prefs.0,getHibernateTemplate.2,bulkUpdate.2,"""DELETE SearchPrefs WHERE algorithm = ?"".102",new.2,Object.2,algorithm.3,//categories.0,getHibernateTemplate.3,bulkUpdate.3,"""DELETE SearchCategory WHERE algorithm = ?"".103",new.3,Object.3,algorithm.4,delete.0,algorithm.5,code,participant_summary
136,0,0,0.04166787498979829,0.08333650002411257,0,0.039288000004099946,0.04113174192306976,0.03750024997862056,0,0,0,0,0.10000650002621114,0.04643271427734622,0.06666700006462634,0,0,0,0,0.05416879998520017,0.061907285741264265,0,0,0.04166599991731346,0.033334000036120415,0,0.038891499978490174,0.058337500086054206,0,0,0,0,0,0,0,0.514535064501087,0.25770361537042147
317,0.016666999959852546,0,0.026666600012686104,0.033333999977912754,0.10000699997181073,0.021429428572966053,0.026924923080234572,0.021296388893258862,0.0250050000322517,0.016666000010445714,0.03889300000931447,0,0.02778066669513161,0.024775486480369157,0.022222499993707363,0,0.016667000018060207,0.016667000018060207,0.016666000010445714,0,0.032224266661796716,0,0,0,0.02500049999798648,0.016667000018060207,0.025000250010634772,0.016666000010445714,0,0,0,0.03000140000367537,0,0,0.03750156249952852,0.4444174559968524,0.09220200000415021
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05000149999978021,0,0,0,0,0,0,0,0,0,0,0.06666699994821101,0,0,0,0,0,0,0,0.03333300008671358,0,0.1881038572007258,0.43057333334581926
111,0,0.016669000004185364,0.10139224999875296,0.05192553846147628,0,0.08889466666247851,0.0687521249983547,0.041666999997687526,0,0,0,0,0,0.06166879999509547,0,0,0,0.06666599999880418,0,0,0.0595285714329553,0,0,0,0,0,0,0.06250350000239753,0,0,0,0,0,0.0354185000032885,0,0.6814354615394572,0.10000549999676878
143,0,0.03250119999283925,0.027083875000244007,0.0395842499929131,0,0.039394909095294264,0.02992577272710729,0.03611113333802981,0.016669999982696027,0,0,0,0.02500128570993963,0.02916624999488704,0.026667799992719666,0,0,0,0,0.016666333336615935,0.024999999994179234,0.028335800010245292,0,0,0,0,0.019447666670506198,0.025000500002837118,0,0,0,0,0,0,0,1.1589324666691634,0.2140813111120628
