pid,private.0,void.0,readFromFile.0,try.0,FileReader.0,fr.0,=.0,new.0,FileReader.1,this.0,credentials.0,BufferedReader.0,br.0,=.1,new.1,BufferedReader.1,fr.1,this.1,username.0,=.2,br.1,readLine.0,this.2,password.0,=.3,br.2,readLine.1,br.3,close.0,fr.2,close.1,catch.0,Exception.0,e.0,this.3,username.1,=.4,""""".0",this.4,password.1,=.5,""""".1",code,participant_summary
168,0,0,0,0,0,0,0,0.016666999959852546,0,0,0.025000000023283064,0,0,0,0,0,0,0,0.016666000010445714,0,0.03333200002089143,0.023332600004505367,0,0,0,0.016667000018060207,0.01665900001535192,0,0.016666999959852546,0,0.01666650001425296,0,0,0,0,0,0,0,0,0,0,0,0.5571637142815494,0.05119214285930086
311,0.0166664999560453,0,0,0.03333333336437742,0.0453717777854763,0.0333350000049298,0,0.016667000018060207,0.04583449999336153,0,0,0.016667000018060207,0.04444633335030327,0,0.024999999994179234,0,0,0.03333900007419288,0.06666650000261143,0,0.016666749987052754,0,0.016666000010445714,0.04167049995157868,0,0,0,0.016666000010445714,0,0,0,0,0,0,0.03333500004373491,0,0,0,0,0,0,0,0.3627914333327984,0.45239871427682893
314,0,0,0.06190814285322891,0,0.04762200000030654,0.03333566666697152,0.016666000010445714,0.016667000018060207,0.040323999995786335,0.048486545457060194,0.048992030301385305,0.04166840000252705,0.08333999998285435,0.016666999988956377,0.10000299997045659,0.03181818182135678,0,0,0.05277783333925375,0.016666499999701045,0.056669800006784496,0.05000650000147289,0,0.05000283332871428,0,0,0.11667199997464195,0,0.06111400000130137,0,0,0,0.08333600000090276,0,0,0,0,0,0,0,0,0,1.254987925927034,0.29622347727325343
191,0.03333333336437742,0.016669000033289194,0.03333399999731531,0,0.022727727244438774,0.01944599999114871,0.016667000018060207,0.016667000018060207,0.03611255558725032,0.01666799996746704,0,0.026562375016510487,0.04444599997562667,0,0.03750350006157532,0.03333537498838268,0,0.0166680000256747,0.0261922856693023,0,0.04444533334268878,0,0.024999500019475818,0.02708250004798174,0,0,0,0.02500200003851205,0.025000249996082857,0.020833499991567805,0,0,0.03666820002254099,0,0.027778999996371567,0.07500250003067777,0,0,0,0,0,0,0.4531599508148053,0.19850908000953496
189,0,0,0,0,0.02857328571761692,0.025001000001793727,0.016666000010445714,0,0,0,0,0.023811285716614554,0,0,0.01667399998405017,0.01944466667191591,0,0,0.03788045454579829,0,0.016667000018060207,0.026191428571889577,0,0.016667000018060207,0,0.016666999988956377,0.025000500005262438,0,0,0,0.016666857130725736,0,0.020833249989664182,0,0,0.025000833338708617,0,0.016667000003508292,0.016671999997925013,0.030954000003735667,0,0.026666800008388235,0.9660089166609396,0.15820719047573337
312,0,0,0,0,0.016667000018060207,0,0,0,0.10000199999194592,0,0,0,0.07916950000799261,0,0.03333300002850592,0,0,0,0.04666880001313985,0,0,0.04583574994467199,0,0.02333480000961572,0,0.03333299997029826,0.052084249968174845,0,0.016666000010445714,0,0.016667000018060207,0,0.058336000016424805,0,0,0,0,0.058338999981060624,0,0,0,0,0.4555742857101861,0.09621677273058925
