pid,function declaration,parameter,variable declaration,loop,conditional statement,externally defined variable or function,function call,argument
317,0.0249997499922756,0.0333380000083707,0.133333333370198,0.2797754285801643,0,0,0.0200003999867476,0
318,0.0166664999851491,0.0,0.0222216666831324,0.0,0,0,0.0,0
