pid,function declaration,parameter,conditional statement,return
166,0.0750069999485274,0.0,1.391728500078898,0.2889081663646111
168,0.0527794444545482,0.0444453333426887,0.1863964667262428,0.100001000042539
186,0.0,0.0,0.0,0.0
313,0.1178587143097371,0.0358990000095218,0.5019662499946804,0.2117527267616772
133,0.09405214291265501,0.0316673999885097,0.2621584974345747,0.1866729998029767
314,0.0166669999889563,0.1000024999957531,0.07777966669527811,0.0
106,0.0,0.0,0.0,0.0
