pid,function declaration,variable declaration,variable,function call,argument,conditional statement,conditional block,return
186,0.0,0.016671999997925,0.0,0.0166670000180602,0.18757485021502712,0.0749995000175354,0.0,0.0
143,0.0708325000159674,0.0250005000270903,0.0,0.0333430000173393,0.16833979993680231,0.0250040000246372,0.0333350000000791,0.0166659999813418
311,0.10694766662588011,0.10897561537030209,0.0333310000132769,0.0958364999678451,0.1611122498579786,0.1055635000229812,0.0,0.0583355000126175
318,0.0166670000180602,0.050007000012556,0.0,0.0833380000258329,0.17112409997983657,0.058337999944342196,0.0499996666330844,0.0
