pid,function declaration,exception handling,variable declaration,variable,function call,argument
166,0.0166669999792551,0.0,0.050000666679504,0.049999333336018,0.2018946461527691,0.2340433273278729
317,0.0525029000127687,0.0277794999904775,0.09653183333769741,0.0,0.12273881666025949,0.1397743975955691
189,0.0369060714354938,0.0333340000070165,0.0645852500238106,0.0,0.1332751428808216,0.2052578243541432
