pid,function declaration,parameter,variable declaration,loop,conditional statement,return
176,0.18058582809975438,0.1166733333375305,0.0574104444434244,0.49620607136270245,0.5655656865214511,0.0270843750040512
186,0.0,0.0541685000353027,0.0,0.0,0.0,0.0
129,0.085041113633038,0.0433348999882582,0.0562508750081178,0.2264259413016348,0.31205699298686007,0.0937514230894381
143,0.0505567666967787,0.0166709999903105,0.05463088888144629,0.15652773998153752,0.2635361319634065,0.117226449997785
106,0.07916941667281191,0.0350015999996685,0.0233342999999877,0.18223544071945752,0.3487368156449956,0.0576407500217707
316,0.0611131666907264,0.0222221666384333,0.0222229999975146,0.172509684101758,0.17056053335545562,0.0533359000110067
139,0.1020897499999288,0.0666689999995166,0.0736034444452241,0.3960687043006818,0.43826000357110223,0.0888917222216857
