pid,function declaration,external class,function call,argument,variable declaration,comment
176,0.1041694165711912,0.0333360000513494,0.12213285557097839,0.1210338096023492,0.2717960705192769,0
317,0.0313732352977454,0.0,0.0966791999875566,0.0852830166113561,0.1293701785879895,0
168,0.0208327500149607,0.0291687499993713,0.057248579737210606,0.1064842222646499,0.2375465976187286,0
106,0.1122751389048062,0.0,0.1069615000063397,0.0727803999965544,0.14737588156046813,0
