pid,function declaration,parameter,exception handling,variable declaration,function call,argument,variable
155,0.0383334000012837,0.0,0.0458339999895542,0.0833375000453087,0.2854318749887169,0.0833373333249862,0.0810019599692895
315,0.0333340000361204,0.0865089999777928,0.0,0.1385768939876332,0.15286160508226943,0.0500016666774172,0.0222226666713443
