pid,function declaration,parameter,exception handling,variable declaration,external class,function call,argument,variable
319,0.0,0.088897000066936,0.0,0.0,0.0,0.0833323332869137,0.0,0.0
182,0.1325865909007419,0.2130113214048571,0.0472235000246049,0.2674552303457251,0.0583372500259429,0.0333370000007562,0.0,0.0583340000011958
314,0.1722252916333672,0.1924178444065746,0.0550005999917629,0.0166669999889563,0.0,0.0,0.0,0.0
147,0.056420024815565004,0.155281849997118,0.044699409098195,0.076255133311497,0.0388909166310137,0.0,0.0,0.0
316,0.049405988106930906,0.19739224287165702,0.0194468333599312,0.14704545457341922,0.0055556666532841,0.0166660000104457,0.0,0.0
139,0.15110094736732382,0.23051368174573927,0.0638904166662541,0.26210714224655407,0.0633347999995748,0.0166665000006105,0.0166669999998703,0.0
