pid,function declaration,parameter,variable declaration,conditional statement,conditional block
155,0.11355264613207841,0.1263960000360384,0.1315731818392646,0.0166674999927636,0.4251230186319025
310,0.0,0.0,0.09999999997671691,0.08888966671656812,0.0935219444282765
313,0.1030455833339752,0.0833396666566841,0.0823553235206739,0.0222266666532959,0.4046200095400088
133,0.0763926666917367,0.0654610363172663,0.1096252281380794,0.06458375003421671,0.2302297809579364
314,0.0888928333394384,0.0500050000264309,0.0,0.1638951667167323,0.1363854904005934
