pid,function declaration,conditional statement,conditional block,comment,return
168,0.0602288863896815,0.0325761818094179,0.196114066581746,0.0,0.0437525000161257
129,0.08107522037274881,0.0925972222258227,0.34589606659576805,0.0583334999973885,0.0249999999650754
313,0.1166695000089627,0.0611132000262538,0.6915286330606455,0.0249995000194758,0.0547630000052907
314,0.0666682869033719,0.0600033166803768,0.4487735957696706,0.0,0.0
139,0.0612918387097095,0.1001495263160329,0.4775254783543634,0.0,0.0166666000004624
