pid,function declaration,parameter,variable declaration,external class,externally defined variable or function,argument,assignment,variable
155,0.0,0.0,0.4609884833616279,0.0625015000405255,0.13889250005013298,0.0166669999889563,0.0,0.0333339999973153
182,0.1062014330446977,0.2465920256188091,0.2710971390036508,0.0604192499886266,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0291667499986942,0.0,0.0,0.0,0.0,0.0
111,0.1570626493440199,0.1587521999950693,0.4041092857078362,0.0269241538447274,0.0916690000012749,0.0,0.0,0.0
311,0.1400083998334592,0.08643105713916659,0.4233061299436448,0.0166675000218674,0.0575030000472906,0.07569762499285079,0.0,0.0333345000108238
191,0.0614458933356217,0.0868093666620551,0.36113908005220446,0.0770849999971687,0.044446222225411,0.0388913333105544,0.0,0.0
189,0.0194443333311937,0.0962970000400673,0.44255973733717047,0.0,0.0125002499917172,0.0166670000180602,0.0333340000361204,0.0333346666658245
312,0.0,0.0750059999409131,0.7065371241221815,0.0,0.0166670000180602,0.1250044999954601,0.0,0.0
