pid,function declaration,variable declaration,conditional statement,return,comment
117,0.0854198749948408,0.058334500005003,0.0675024999916785,0.0833415000452076,0.0333355833330036
186,0.0,0.0,0.1342277380920546,0.1967292794770718,0.0583399999595712
182,0.136045880216707,0.1780960877422738,0.1577802332836046,0.0566670000203884,0.0833375000220257
311,0.1116756000905296,0.033333500003209296,0.0,0.0,0.0
