pid,function declaration,parameter,conditional statement,return,variable declaration,loop
315,0.05178660712096769,0.067860642872152,0.3284379388946232,0.10417008338360251,0.11065301110437631,0.28413300560221355
143,0.07113157324401789,0.0500010000323527,0.14167533336391572,0.0222232222278964,0.19751112500525747,0.21514905002695708
147,0.0836247380834599,0.0396825475881563,0.1700885529033696,0.0810358238245714,0.0583393332587243,0.3206840897746118
189,0.0595290714201316,0.10001099997316479,0.1890803061137577,0.06987623077106811,0.1444538333550249,0.2383830200975177
