pid,function declaration,comment,conditional statement,conditional block,return,external class,function call,literal
166,0.09999750001588831,0,0.10500186667001479,0.1300039000343531,0.1125055000593419,0.0166674999636597,0.0361118333336586,0.0
310,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0,0.08472800000648309,0.0588921333236308,0.12222566668060589,0.0,0.0500060000049416,0.0604184999829158
