pid,function declaration,parameter,variable declaration,variable,function call,argument,return
117,0.0666699999710544,0.0166669999598525,0.0,0.1181011714057862,0.0333330000285059,0.1187555000651626,0.2611168333581493
129,0.08957265163170941,0.0700024000019766,0.191303766683106,0.041669166676001596,0.1150046000334744,0.2359937863792183,0.0333400000818072
313,0.109900093759279,0.12000239998451409,0.041666500022984,0.0166660000104457,0.0222226666713443,0.07291624995923471,0.3805786666780474
314,0.0308954878092641,0.0166660000104457,0.08334286666164781,0.0,0.0388879999809431,0.24167400003352651,0.0
318,0.0305563333386089,0.0,0.0472258333369002,0.0333330000285059,0.0166665000142529,0.0916702500398969,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0436798275873899,0.11722978333030651,0.12390782735852751,0.0,0.0555586666741873,0.2153718627221503,0.096879316663641
