pid,function declaration,exception handling,variable declaration,variable,function call,argument,parameter,return,literal
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200018000090494,0
129,0.0315486071423427,0.0416664999793283,0.0968290634651016,0.0291667142799789,0.0222226666713443,0.0166670000180602,0.0333340000070165,0.0666670000064186,0
316,0.0904782857396639,0.0257591818226501,0.1119070713799112,0.0366677999962121,0.0333349999273195,0.0,0.0166660000104457,0.0666684999596327,0
