pid,function declaration,parameter,externally defined variable or function,function call,operation,argument,variable declaration
136,0.0379613333433452,0.0166720000561326,0.1444494998237737,0.0783339666745935,0.0333344999235123,0.15417800017166872,0.0
176,0.1309076944146201,0.14000617790346329,0.3815769546878678,0.24861899985504932,0.0,0.1277776668236279,0.0
182,0.1161175972303478,0.0,0.2169918205456471,0.07872224998780941,0.0,0.0444433333080571,0.0333365000115009
139,0.0518529629631235,0.13229174999969462,0.2895430264701583,0.25376051037555347,0.0,0.37596017202351,0.0285727142854739
