pid,function declaration,conditional statement,comment,conditional block,return
136,0.0741719999350606,0.0901813929168773,0.050000499933958,0.3048791250718444,0.0523821428817297
166,0.0444511666622322,0.0800048999837598,0.0166665000142529,0.1295111666743952,0.0792910661445656
319,0.0,0.0,0.0,0.04999199986923471,0.0
310,0.0,0.0,0.0,0.0,0.0
313,0.068058166669895,0.12223002559785978,0.0,0.1714356571315354,0.1166703333486414
133,0.1208347474704637,0.08815940357172819,0.0428648569754191,0.050004000077024,0.0333330000285059
314,0.1000056999851949,0.06667133331454039,0.0166669999889563,0.17222866663845093,0.0444446666612445
