pid,function declaration,external class,externally defined variable or function,assignment,function call,argument,conditional statement,return,exception handling,parameter
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.08236343333313309,0.43168600001081336,0.0166669999889563,0.0500000000029103,0.1576432499932707,0.08333325001512999,0.0,0.0,0.0,0.0166730000055395
143,0.0933400000198161,0.09306166668968549,0.047917750031046896,0.0,0.0537899545306572,0.0,0.0680620000057387,0.045835500000976,0.0416659999755211,0.0
316,0.08958666071599239,0.0664126769227619,0.1041247293846133,0.0,0.0,0.0,0.0566676571150309,0.0,0.0,0.0
312,0.0301604761819665,0.0500050000070283,0.0934568214912099,0.0,0.0583334999973885,0.07222599997961271,0.1133355999598278,0.0750020000850781,0.0,0.0
139,0.0552805666667457,0.35093854166767496,0.0944531666667291,0.0500009999996109,0.0535730000013115,0.0777833333331726,0.12448179166638801,0.0520847500006311,0.0,0.1750019999999494
