pid,function declaration,external class,function call,argument,variable declaration,variable,comment,literal
155,0.0166670000180602,0.1833440000191331,0.2538801785600038,0.07361425002939831,0.3158454499789512,0.0483345333292769,0,0
166,0.0333329999120906,0.0,0.0770892499713226,0.0222236666983614,0.1489655000186758,0.0583370000240393,0,0
168,0.0484876363771036,0.0,0.069446999967719,0.0625004999941058,0.1214291429454792,0.0,0,0
311,0.0416684285903881,0.0380967142659106,0.0888906745212373,0.077778666683783,0.2787504606202918,0.019445500006744,0,0
318,0.0,0.0,0.0,0.0,0.0,0.0,0,0
147,0.0656315624291891,0.0,0.09835295189411081,0.0894466000182243,0.1632944722498195,0.0424256363820115,0,0
312,0.0678609999844671,0.0,0.09365257145726069,0.0888910000018464,0.2560979008086999,0.0,0,0
