pid,function declaration,comment,externally defined variable or function,assignment,exception handling,variable declaration,external class,function call,argument,return,parameter,variable
166,0.1083380000200122,0.0,0.0291674999607494,0.0,0.0499999999301508,0.1545222082932012,0.0,0.0342621110612526,0.1750059999758377,0.0166670000180602,0.0404757143197847,0
319,0.0,0.0,0.0,0.1500130000058561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,0.10310664934444311,0.0,0.1083385000019916,0.0,0.0708352499968895,0.38676568452867155,0.0,0.0333329999848501,0.0541679999951156,0.0388896666748526,0.0,0
143,0.0532659565101114,0.039584999991348,0.0504645833385034,0.0233335999946575,0.0416695000021718,0.301683223673259,0.0166659999813418,0.0200005999940913,0.0,0.0819450000344658,0.0166659999813418,0
316,0.060003622222898706,0.0249995000194758,0.0527806666505056,0.016665999952238,0.0,0.2527869168625327,0.0,0.0138886666682083,0.0,0.0416680000198539,0.0541687499789986,0
