pid,function declaration,externally defined variable or function,function call,argument
136,0.0,0.3531271857736142,0.271043630567274,0.0666689999634399
319,0.0,0.3835695002344436,0.0889109999019031,0.0166619999799877
182,0.0566673000052105,0.331970334456461,0.2298695000596731,0.0750025000015738
111,0.1320482142866585,0.5890103036861327,0.23223115832649122,0.1055556666760819
106,0.065627250009129,0.2716692000161855,0.30014087222936897,0.0565497857148458
